Players,AHLPPG,AHL FPG,AHL GP,NHL PPG,NHLFPG,NHL GP,WHLPPG,WHLFPG,WHL GP
Dylan Kuczek,0,0,0,0,0,0,0.058823529,0.088235294,34
Dylan Walchuk,0,0,0,0,0,0,0.705882353,0.029411765,34
Jakub Herman,0,0,0,0,0,0,0.176470588,0,34
Jearum Kurtz,0,0,0,0,0,0,0.117647059,0,34
Jon Zukiwsky,0,0,0,0,0,0,0.647058824,0,34
Josiah Anderson,0,0,0,0,0,0,0.029411765,0.264705882,34
Kyle Nichols,0,0,0,0,0,0,0,0.029411765,34
Mikael Ahlen,0,0,0,0,0,0,0.323529412,0.058823529,34
Brody Luhning,0,0,0,0,0,0,0.028571429,0.057142857,35
Jakub Sindel,0,0,0,0,0,0,0.828571429,0,35
Kyle Peters,0,0,0,0,0,0,0.057142857,0,35
Marc Mackenzie,0,0,0,0,0,0,0.257142857,0.114285714,35
Tristan Sieben,0,0,0,0,0,0,0.4,0.057142857,35
David Turon,0.171428571,0,35,0,0,0,0.25,0,36
Brent Henley,0.104651163,0.360465116,86,0,0,0,0.166666667,0.138888889,36
Andrew Hewett,0,0,0,0,0,0,0.083333333,0.055555556,36
Bill Vandermeer,0,0,0,0,0,0,0.194444444,0,36
Gal Koren,0,0,0,0,0,0,0.083333333,0.055555556,36
James Knight,0,0,0,0,0,0,0.166666667,0,36
Jordy Johnson,0,0,0,0,0,0,0,0.222222222,36
Kent Beagle,0,0,0,0,0,0,0.138888889,0.194444444,36
Kevin Philp,0,0,0,0,0,0,0.111111111,0.083333333,36
Matt Miller,0,0,0,0,0,0,0.111111111,0.138888889,36
Mike Ullrich,0,0,0,0,0,0,0.166666667,0.027777778,36
Morgan MacLean,0,0,0,0,0,0,0.305555556,0.055555556,36
Rastislav Konecny,0,0,0,0,0,0,0.611111111,0,36
Steven Kajic,0,0,0,0,0,0,0.027777778,0,36
Duncan Keith,0.333333333,0,75,0.503571429,0.008928571,560,1.243243243,0.054054054,37
Mike Comrie,0,0,0,0.619694397,0.022071307,589,2.135135135,0.054054054,37
Adam Matlock,0,0,0,0,0,0,0.081081081,0.054054054,37
David Vrbata,0,0,0,0,0,0,0.324324324,0.027027027,37
Drew Todd,0,0,0,0,0,0,0.054054054,0,37
Jesse Sinatynski,0,0,0,0,0,0,0.351351351,0,37
Martin Krupka,0,0,0,0,0,0,0.405405405,0,37
Mason Geertsen,0,0,0,0,0,0,0.081081081,0.216216216,37
Travis Gorman,0,0,0,0,0,0,0.135135135,0.27027027,37
Vaclav Studeny,0,0,0,0,0,0,0.378378378,0,37
Aaron Winterholt,0,0,0,0,0,0,0.184210526,0,38
Albin Blomqvist,0,0,0,0,0,0,0.078947368,0.105263158,38
Andrew Bentz,0,0,0,0,0,0,0.105263158,0,38
Austin Frank,0,0,0,0,0,0,0.052631579,0,38
Brett Brooks,0,0,0,0,0,0,0.078947368,0,38
Dmitri Chupilkin,0,0,0,0,0,0,0.026315789,0.026315789,38
Jeff Church,0,0,0,0,0,0,0.131578947,0.263157895,38
Jordan Braid,0,0,0,0,0,0,0.078947368,0.052631579,38
Martin Bucek,0,0,0,0,0,0,0.052631579,0,38
Riley Guenther,0,0,0,0,0,0,0.052631579,0.052631579,38
Tyson Dallman,0,0,0,0,0,0,0.105263158,0.026315789,38
Chad Wilchynski,0,0,6,0,0,0,0.846153846,0.025641026,39
Adrian Foster,0.46835443,0,158,0,0,0,0.897435897,0,39
Brayden Cuthbert,0,0,0,0,0,0,0.102564103,0,39
Eric English,0,0,0,0,0,0,0.025641026,0.358974359,39
Eric Walker,0,0,0,0,0,0,0.076923077,0.153846154,39
Jordan Wallin,0,0,0,0,0,0,0.025641026,0,39
Justin Hamonic,0,0,0,0,0,0,0.102564103,0.051282051,39
Koltyn Miller,0,0,0,0,0,0,0.179487179,0,39
Layne Viveiros,0,0,0,0,0,0,0.076923077,0.025641026,39
Luke Mahura,0,0,0,0,0,0,0.025641026,0,39
Scott Cooke,0,0,0,0,0,0,0.076923077,0.230769231,39
Stephane Robidoux,0,0,0,0,0,0,0.076923077,0,39
Taylor Crunk,0,0,0,0,0,0,0.051282051,0.025641026,39
A.J. Van Bruggen,0,0,0,0,0,0,0.55,0.3,40
Brandon Scholten,0,0,0,0,0,0,0.025,0.225,40
Dustan Heintz,0,0,0,0,0,0,0.2,0.05,40
Mike O'Dwyer,0,0,0,0,0,0,0.075,0.175,40
Nils Antons,0,0,0,0,0,0,0.15,0.05,40
Ryan Jennings,0,0,0,0,0,0,0.075,0.025,40
Glenn Olson,0.054545455,0.363636364,55,0,0,0,0.073170732,0.292682927,41
Evgeny Tsybuk,0,0,0,0,0,0,0.43902439,0.195121951,41
Jordan Morgan,0,0,0,0,0,0,0.024390244,0.146341463,41
Martin Liba,0,0,0,0,0,0,0.219512195,0,41
Mikhail Sentyurin,0,0,0,0,0,0,0.12195122,0.024390244,41
Rob Roteliuk,0,0,0,0,0,0,0.073170732,0.097560976,41
Taylor Orser,0,0,0,0,0,0,0.097560976,0.365853659,41
Dmitri Yakushin,0.12605042,0.046218487,238,0,0,2,0.595238095,0.095238095,42
Anthony Ast,0,0,0,0,0,0,0.357142857,0,42
Cole Byers,0,0,0,0,0,0,0.071428571,0.071428571,42
Craig Leverton,0,0,0,0,0,0,0.285714286,0.047619048,42
Jason Lloyd,0,0,0,0,0,0,0.071428571,0.071428571,42
John Kopp,0,0,0,0,0,0,0.119047619,0.071428571,42
Kiefer McNaughton,0,0,0,0,0,0,0.166666667,0.142857143,42
Lukas Kralik,0,0,0,0,0,0,0.142857143,0.023809524,42
Michael Fogolin,0,0,0,0,0,0,0.119047619,0.023809524,42
Ryan Watson,0,0,0,0,0,0,0.119047619,0,42
Shane Lanigan,0,0,0,0,0,0,0.261904762,0.214285714,42
Spenser Jensen,0,0,0,0,0,0,0.142857143,0.119047619,42
Tyler King,0,0,0,0,0,0,0.071428571,0.047619048,42
Aaron Starr,0,0,0,0,0,0,0.046511628,0.023255814,43
Carson Perreaux,0,0,0,0,0,0,0.11627907,0.023255814,43
Daniel Medland-Marchen,0,0,0,0,0,0,0.069767442,0.093023256,43
Devin Balness,0,0,0,0,0,0,0.186046512,0.069767442,43
Gerry King,0,0,0,0,0,0,0.279069767,0.348837209,43
Kayle Doetzel,0,0,0,0,0,0,0.069767442,0.023255814,43
Keith Spencer,0,0,0,0,0,0,0.023255814,0.11627907,43
Levi Brotnov,0,0,0,0,0,0,0.069767442,0.023255814,43
Matt Sawa,0,0,0,0,0,0,0.023255814,0.023255814,43
Shane Malone,0,0,0,0,0,0,0.069767442,0.069767442,43
Tanner Irwin,0,0,0,0,0,0,0.11627907,0.069767442,43
Derek Lewis,0,0,0,0,0,0,0.090909091,0.045454545,44
Devon Marshall,0,0,0,0,0,0,0.022727273,0.022727273,44
Jesse Mychan,0,0,0,0,0,0,0.431818182,0.340909091,44
Joel Hamilton,0,0,0,0,0,0,0.409090909,0.045454545,44
Kevin McKay,0,0,0,0,0,0,0.318181818,0.022727273,44
Kyle Hart,0,0,0,0,0,0,0.068181818,0.159090909,44
Luke Harrison,0,0,0,0,0,0,0.022727273,0,44
Marek Knebl,0,0,0,0,0,0,0.090909091,0,44
Matthew Brusciano,0,0,0,0,0,0,0.090909091,0,44
Michal Lukac,0,0,0,0,0,0,0.136363636,0,44
Mitch Boulet,0,0,0,0,0,0,0.136363636,0,44
Nikolai Ladygin,0,0,0,0,0,0,0.022727273,0,44
Tyler Lewington,0,0,0,0,0,0,0.068181818,0.090909091,44
Brendan Santini,0,0,0,0,0,0,0.177777778,0.044444444,45
David Dotan,0,0,0,0,0,0,0.044444444,0.022222222,45
Jiri Ryzuk,0,0,0,0,0,0,0,0.022222222,45
Jonathon Smith,0,0,0,0,0,0,0.088888889,0.088888889,45
Kade Pilton,0,0,0,0,0,0,0.311111111,0.088888889,45
Luke Molotowsky,0,0,0,0,0,0,0.222222222,0,45
Zenith Komarniski,0.385542169,0.05060241,415,0.095238095,0,21,0.673913043,0.108695652,46
Cory Sarich,0.372340426,0.042553191,94,0.164599775,0.046223224,887,1.043478261,0.108695652,46
Andy Bossence,0,0,0,0,0,0,0.065217391,0.217391304,46
Austin Adam,0,0,0,0,0,0,0.065217391,0,46
Ben Walker,0,0,0,0,0,0,0.739130435,0.043478261,46
Bernhard Keil,0,0,0,0,0,0,0.173913043,0.02173913,46
Braiden Doucette,0,0,0,0,0,0,0.043478261,0.02173913,46
Cole Benson,0,0,0,0,0,0,0.108695652,0,46
Connor Honey,0,0,0,0,0,0,0.456521739,0.086956522,46
Doug Auchenberg,0,0,0,0,0,0,0.847826087,0.043478261,46
Jesse Hall,0,0,0,0,0,0,0.130434783,0.065217391,46
Jonathan Lupul,0,0,0,0,0,0,0,0.043478261,46
Justin Slobozian,0,0,0,0,0,0,0.086956522,0.02173913,46
Kyle Haas,0,0,0,0,0,0,0.086956522,0.413043478,46
Martin Vymazal,0,0,0,0,0,0,0.152173913,0,46
Matt Wray,0,0,0,0,0,0,0.086956522,0.413043478,46
Mike Munro,0,0,0,0,0,0,0.043478261,0.173913043,46
Paul Bonar,0,0,0,0,0,0,0.065217391,0.108695652,46
Riley Sheen,0,0,0,0,0,0,0.065217391,0.02173913,46
Tommy Stipancik,0,0,0,0,0,0,0.065217391,0.02173913,46
Zach McPhee,0,0,0,0,0,0,0.239130435,0.043478261,46
Andrew Guindon,0,0,0,0,0,0,0.127659574,0.255319149,47
Andy Penny,0,0,0,0,0,0,0.446808511,0.063829787,47
Charlie Mattersdorfer,0,0,0,0,0,0,0.191489362,0.021276596,47
Cody Hanson,0,0,0,0,0,0,0.085106383,0.127659574,47
Craig Zubersky,0,0,0,0,0,0,0.340425532,0.021276596,47
Miroslav Stolc,0,0,0,0,0,0,0.085106383,0.021276596,47
Mitch Berg,0,0,0,0,0,0,0,0.021276596,47
Reagan Rome,0.275,0.025,40,0,0,0,0.020833333,0.0625,48
Adam Lukacovic,0,0,0,0,0,0,0.1875,0,48
Alex Donovan,0,0,0,0,0,0,0.020833333,0.041666667,48
Blake Orban,0,0,0,0,0,0,0.104166667,0.166666667,48
Brett Miller,0,0,0,0,0,0,0.0625,0.0625,48
Brian Matte,0,0,0,0,0,0,0.625,0.104166667,48
Darren Lefebvre,0,0,0,0,0,0,0,0.0625,48
Devan Fafard,0,0,0,0,0,0,0.083333333,0.229166667,48
Jason Steenbergen,0,0,0,0,0,0,0.083333333,0.104166667,48
Sawyer Mick,0,0,0,0,0,0,0.270833333,0.020833333,48
Thomas Johnman,0,0,0,0,0,0,0,0.104166667,48
Tyler Findlay,0,0,0,0,0,0,0.125,0,48
Kirby Law,0.796296296,0.068518519,540,0.111111111,0,9,1.591836735,0.204081633,49
Joey Tetarenko,0.212048193,0.272289157,415,0.068493151,0.260273973,73,0.285714286,0.285714286,49
Bohdan Visnak,0,0,0,0,0,0,0.306122449,0,49
Brant Middleton,0,0,0,0,0,0,0.020408163,0.040816327,49
Chad Hohmann,0,0,0,0,0,0,0.142857143,0.040816327,49
Clarke Breitkreuz,0,0,0,0,0,0,0.183673469,0.06122449,49
David Darguzas,0,0,0,0,0,0,0.306122449,0.102040816,49
James Marquis,0,0,0,0,0,0,0.224489796,0,49
Jesse Lees,0,0,0,0,0,0,0.326530612,0,49
Joel Andresen,0,0,0,0,0,0,0.346938776,0.142857143,49
Jon Weigum,0,0,0,0,0,0,0.040816327,0.040816327,49
Jonas Knutsen,0,0,0,0,0,0,0.244897959,0,49
Lukas Walter,0,0,0,0,0,0,0.040816327,0.306122449,49
Ryan Sawka,0,0,0,0,0,0,0.040816327,0,49
Stefan Sarka,0,0,0,0,0,0,0.142857143,0,49
Tanner Stockwell,0,0,0,0,0,0,0,0.06122449,49
Todd Davison,0,0,0,0,0,0,0.040816327,0.020408163,49
Cody Lyseng,0,0,0,0,0,0,0.12,0.24,50
Derek Bjornson,0,0,0,0,0,0,0.14,0.04,50
Keaton Lubin,0,0,0,0,0,0,0.04,0.06,50
Kieran Friesen,0,0,0,0,0,0,0,0,50
Kyle Chant,0,0,0,0,0,0,0.16,0.12,50
Paul McBrien,0,0,0,0,0,0,0.04,0.36,50
Steve Oursov,0,0,0,0,0,0,0.18,0.08,50
Travis Belohrad,0,0,0,0,0,0,0.1,0.02,50
Luke Curtin,0.388888889,0,18,0,0,0,1.509803922,0,51
Clint Cabana,0.117647059,0.235294118,34,0,0,0,0.156862745,0.31372549,51
Darren Van Oene,0.374245473,0.130784708,497,0,0,0,0.921568627,0.274509804,51
Cole Wedman,0,0,0,0,0,0,0.117647059,0,51
Craig Stahl,0,0,0,0,0,0,0.31372549,0.235294118,51
Filip Vasko,0,0,0,0,0,0,0.235294118,0.019607843,51
Jakub Rumpel,0,0,0,0,0,0,0.705882353,0,51
Jason Fram,0,0,0,0,0,0,0.137254902,0,51
Jonathan Milhouse,0,0,0,0,0,0,0.196078431,0,51
Lucas Nickles,0,0,0,0,0,0,0.058823529,0.039215686,51
Mathew Berry-Lamontagna,0,0,0,0,0,0,0.078431373,0.039215686,51
Michal Siska,0,0,0,0,0,0,0.235294118,0.019607843,51
Mike McDonald,0,0,0,0,0,0,0.019607843,0.058823529,51
Steve Albrecht,0,0,0,0,0,0,0.176470588,0.37254902,51
Taylor Sutherlin,0,0,0,0,0,0,0.078431373,0.039215686,51
Tyson Moulton,0,0,0,0,0,0,0.137254902,0,51
Wheaton King,0,0,0,0,0,0,0.254901961,0.117647059,51
Marian Cisar,0.5,0,2,0.410958904,0,73,1.403846154,0.038461538,52
Aaron McGill,0,0,0,0,0,0,0.038461538,0.153846154,52
Brad Sutherland,0,0,0,0,0,0,0.173076923,0.019230769,52
Carter Proft,0,0,0,0,0,0,0.096153846,0.115384615,52
Chris Flynn,0,0,0,0,0,0,0.653846154,0.038461538,52
Kyle Klym,0,0,0,0,0,0,0.038461538,0.153846154,52
Lance Redden,0,0,0,0,0,0,0.173076923,0.076923077,52
Marc Defoe,0,0,0,0,0,0,0.038461538,0.076923077,52
Mike Simpson,0,0,0,0,0,0,0.076923077,0.153846154,52
Spencer Wand,0,0,0,0,0,0,0.076923077,0.230769231,52
Tyler Skauge,0,0,0,0,0,0,0.076923077,0.019230769,52
Michal Sivek,0.606299213,0.015748031,127,0.157894737,0,38,1.132075472,0.018867925,53
Marian Hossa,0,0,0,0.924335378,0.00408998,978,1.603773585,0.018867925,53
Brad Bakken,0,0,0,0,0,0,0.018867925,0.018867925,53
Calder Brooks,0,0,0,0,0,0,0.452830189,0.037735849,53
Carter Hansen,0,0,0,0,0,0,0.339622642,0,53
Chris Stubel,0,0,0,0,0,0,0.037735849,0.037735849,53
Cody Thiel,0,0,0,0,0,0,0.150943396,0.037735849,53
David Murray,0,0,0,0,0,0,0.169811321,0.056603774,53
David Petrino,0,0,0,0,0,0,0.056603774,0.037735849,53
Jackson Houck,0,0,0,0,0,0,0.377358491,0.094339623,53
Jeff Hubic,0,0,0,0,0,0,0.094339623,0.150943396,53
Jesse Pearson,0,0,0,0,0,0,0.113207547,0.264150943,53
Jordyn Boyd,0,0,0,0,0,0,0.20754717,0.018867925,53
Libor Gazdik,0,0,0,0,0,0,0.113207547,0.094339623,53
Trevor Cameron,0,0,0,0,0,0,0.301886792,0.056603774,53
Mark Parrish,0.727810651,0,169,0.53601108,0.005540166,722,1.703703704,0.018518519,54
Antti-Jussi Miettinen,0,0,0,0,0,0,0.648148148,0.018518519,54
Brooks Maxwell,0,0,0,0,0,0,0.388888889,0,54
Cody Corbett,0,0,0,0,0,0,0.481481481,0,54
Dan Watt,0,0,0,0,0,0,0.092592593,0,54
Jaedon Descheneau,0,0,0,0,0,0,0.259259259,0,54
Johannes Salmonsson,0,0,0,0,0,0,0.5,0,54
Kyle Harris,0,0,0,0,0,0,0.055555556,0.148148148,54
Laine Allen,0,0,0,0,0,0,0.037037037,0.074074074,54
Matt Jacques,0,0,0,0,0,0,0.037037037,0,54
Shayne Gwinner,0,0,0,0,0,0,0.222222222,0.092592593,54
Simon Witt,0,0,0,0,0,0,0.055555556,0.018518519,54
Tim McEachen,0,0,0,0,0,0,0.12962963,0.092592593,54
Tyler Bell,0,0,0,0,0,0,0.222222222,0.092592593,54
Chuck Kobasew,0.6875,0.020833333,96,0.374764595,0.02259887,531,1.127272727,0.036363636,55
Brad Mehalko,0.411764706,0.117647059,68,0,0,0,1.363636364,0.090909091,55
Andreas Stene,0,0,0,0,0,0,0.290909091,0.018181818,55
Cole Ully,0,0,0,0,0,0,0.363636364,0,55
Jan Zapletal,0,0,0,0,0,0,0.090909091,0.018181818,55
Janick Steinmann,0,0,0,0,0,0,0.327272727,0,55
Josef Vavra,0,0,0,0,0,0,0.236363636,0.036363636,55
Ken Patzack,0,0,0,0,0,0,0.036363636,0.4,55
Ryan Robinson,0,0,0,0,0,0,0.072727273,0.054545455,55
Stephen Hak,0,0,0,0,0,0,0.109090909,0,55
Travis Sparrow,0,0,0,0,0,0,0.018181818,0.054545455,55
Josh Holden,0.822822823,0.039039039,333,0.233333333,0,60,1.767857143,0.071428571,56
Tyler Pitlick,0.370967742,0.016129032,62,0,0,0,1.107142857,0,56
Alex Forsberg,0,0,0,0,0,0,0.714285714,0,56
Alex Schelkunov,0,0,0,0,0,0,0.214285714,0.017857143,56
Austin Ferguson,0,0,0,0,0,0,0.071428571,0,56
Brady Magneson,0,0,0,0,0,0,0.089285714,0.035714286,56
Cory Millette,0,0,0,0,0,0,0.375,0.035714286,56
Dennis Mullen,0,0,0,0,0,0,0.517857143,0.267857143,56
Jordan Peter,0,0,0,0,0,0,0.178571429,0.017857143,56
Kyle Burroughs,0,0,0,0,0,0,0.142857143,0.107142857,56
Landon Cross,0,0,0,0,0,0,0.107142857,0.053571429,56
Linden Springer,0,0,0,0,0,0,0.107142857,0.160714286,56
Michael Cassivi,0,0,0,0,0,0,0.125,0.071428571,56
Michal Psurny,0,0,0,0,0,0,0.482142857,0,56
Roman Takac,0,0,0,0,0,0,0.285714286,0,56
Ryan Bryce,0,0,0,0,0,0,0.035714286,0.214285714,56
Troy Crowley,0,0,0,0,0,0,0.035714286,0.053571429,56
Dillon Heatherington,0,0,0,0,0,0,0.175438596,0.052631579,57
Jesse Knowler,0,0,0,0,0,0,0.105263158,0.01754386,57
Jiri Cetkovsky,0,0,0,0,0,0,0.122807018,0.070175439,57
Kevin Kraus,0,0,0,0,0,0,0.140350877,0.105263158,57
Landon Boyko,0,0,0,0,0,0,0.263157895,0.035087719,57
Patrik Valcak,0,0,0,0,0,0,0.210526316,0.01754386,57
Shane Gimas,0,0,0,0,0,0,0.228070175,0.157894737,57
Travis Brisebois,0,0,0,0,0,0,0.105263158,0,57
Trevor Cox,0,0,0,0,0,0,0.245614035,0,57
Barrett Heisten,0.324,0.044,250,0,0,10,1.327586207,0.051724138,58
Juraj Simek,0.355932203,0.008474576,236,0,0,0,0.982758621,0.017241379,58
Alex Argyriou,0,0,0,0,0,0,0.706896552,0.017241379,58
Brock Cornish,0,0,0,0,0,0,0.310344828,0.068965517,58
Jason Bone,0,0,0,0,0,0,0.103448276,0.482758621,58
Jay Merkley,0,0,0,0,0,0,0.396551724,0,58
Jeff Temple,0,0,0,0,0,0,0.810344828,0.086206897,58
Jock Sutter,0,0,0,0,0,0,0.137931034,0.068965517,58
Kenton Helgesen,0,0,0,0,0,0,0.24137931,0.155172414,58
Mark Scott,0,0,0,0,0,0,0.051724138,0.362068966,58
Mike Small,0,0,0,0,0,0,0.103448276,0,58
Phil Magistrale,0,0,0,0,0,0,0.189655172,0.017241379,58
Sawyer Lange,0,0,0,0,0,0,0.155172414,0.034482759,58
Trent Lofthouse,0,0,0,0,0,0,0.086206897,0,58
Trevor Bauer,0,0,0,0,0,0,0.034482759,0.051724138,58
Tyler Cronk,0,0,0,0,0,0,0.051724138,0,58
Tyler Harder,0,0,0,0,0,0,0.068965517,0.206896552,58
Rick Berry,0.25848564,0.093994778,383,0.076142132,0.111675127,197,0.508474576,0.101694915,59
Andrej Meszaros,0,0,0,0.383141762,0.007662835,522,0.694915254,0.033898305,59
Adam Basford,0,0,0,0,0,0,0.474576271,0,59
Alex Elliott,0,0,0,0,0,0,0.118644068,0.101694915,59
Andy Zulyniak,0,0,0,0,0,0,0.13559322,0.016949153,59
Ashton Sautner,0,0,0,0,0,0,0.203389831,0.033898305,59
Denis Kozyrev,0,0,0,0,0,0,0.389830508,0.016949153,59
Dillon Scholten,0,0,0,0,0,0,0.06779661,0.101694915,59
Frazer Donahue,0,0,0,0,0,0,0.152542373,0.016949153,59
Jared Hauf,0,0,0,0,0,0,0.06779661,0,59
Jonathon Martin,0,0,0,0,0,0,0.169491525,0.06779661,59
Jordan Wilkins,0,0,0,0,0,0,0.033898305,0.118644068,59
Josh Woitas,0,0,0,0,0,0,0.220338983,0.169491525,59
Justin Jack,0,0,0,0,0,0,0.06779661,0.237288136,59
Kaleb Toth,0,0,0,0,0,0,0.949152542,0.050847458,59
Matej Bene,0,0,0,0,0,0,0.237288136,0.016949153,59
Mike Broda,0,0,0,0,0,0,0.423728814,0.033898305,59
Milan Jurik,0,0,0,0,0,0,0.220338983,0,59
Preston Mosewich,0,0,0,0,0,0,0.084745763,0.033898305,59
Shaden Moore,0,0,0,0,0,0,0.118644068,0.203389831,59
Stefan Langwieder,0,0,0,0,0,0,0.271186441,0.033898305,59
Tomas Troliga,0,0,0,0,0,0,0.576271186,0.016949153,59
Petr Kalus,0.375586854,0.107981221,213,0.454545455,0,11,0.966666667,0.066666667,60
Martin Hanzal,0,0,0,0.451704545,0.017045455,352,1.416666667,0.033333333,60
David Toews,0,0,2,0,0,0,0.8,0,60
Aki Kangasmaki,0,0,0,0,0,0,0.133333333,0.016666667,60
Alexander Gogolev,0,0,0,0,0,0,0.95,0,60
Brennan Zasitko,0,0,0,0,0,0,0.116666667,0.05,60
Chad Schockenmaier,0,0,0,0,0,0,0.116666667,0.1,60
Connor Chartier,0,0,0,0,0,0,0.233333333,0.016666667,60
Conor MacKenzie,0,0,0,0,0,0,0.083333333,0.066666667,60
Jesse Pauls,0,0,0,0,0,0,0.516666667,0.016666667,60
John Wikner,0,0,0,0,0,0,0.366666667,0,60
Kaspars Saulietis,0,0,0,0,0,0,0.566666667,0.016666667,60
Kirk Belyk,0,0,0,0,0,0,0.133333333,0.016666667,60
Madison Bowey,0,0,0,0,0,0,0.366666667,0.016666667,60
Martin Gernat,0,0,0,0,0,0,0.916666667,0,60
Stanislav Bolshakov,0,0,0,0,0,0,0.283333333,0.016666667,60
Toni Rajala,0,0,0,0,0,0,1.05,0,60
Tyler Grover,0,0,0,0,0,0,0.1,0.016666667,60
Karel Betik,0,0,0,0.666666667,0,3,0.491803279,0.016393443,61
Ayrton Nikkel,0,0,0,0,0,0,0.163934426,0.163934426,61
Chris Jacobson,0,0,0,0,0,0,0.770491803,0.229508197,61
Clint Keichinger,0,0,0,0,0,0,0.098360656,0.213114754,61
D. Jay McGrath,0,0,0,0,0,0,0.081967213,0.016393443,61
Levi Cable,0,0,0,0,0,0,0.163934426,0.016393443,61
Lukas Zeliska,0,0,0,0,0,0,0.475409836,0.016393443,61
Michael Senseman,0,0,0,0,0,0,0.245901639,0.081967213,61
Owen Richey,0,0,0,0,0,0,0.131147541,0,61
Sergei Drozd,0,0,0,0,0,0,0.590163934,0,61
Tyler Giebel,0,0,0,0,0,0,0.114754098,0.016393443,61
Vitali Karamnov,0,0,0,0,0,0,0.409836066,0.016393443,61
Robert Schnabel,0.143695015,0.134897361,341,0.136363636,0.090909091,22,0.370967742,0.14516129,62
Joel Kwiatkowski,0.5,0,276,0.159574468,0,282,1.032258065,0.016129032,62
Alex Edler,0.529411765,0,51,0.476683938,0,386,0.85483871,0,62
Tony Mohagen,0,1,1,0,0,0,0.290322581,0.5,62
Adam Houle,0,0,0,0,0,0,0.14516129,0.016129032,62
Austin Carroll,0,0,0,0,0,0,0.322580645,0.112903226,62
Bobby Williams,0,0,0,0,0,0,0.096774194,0.016129032,62
Brian Harris,0,0,0,0,0,0,0.483870968,0,62
Brian Williams,0,0,0,0,0,0,0.370967742,0.048387097,62
Chance Braid,0,0,0,0,0,0,0.064516129,0.096774194,62
Chase Witala,0,0,0,0,0,0,0.370967742,0,62
Codey Ito,0,0,0,0,0,0,0.112903226,0.016129032,62
Danis Zaripov,0,0,0,0,0,0,0.5,0,62
David Johansson,0,0,0,0,0,0,0.435483871,0,62
Devyn Tremblay,0,0,0,0,0,0,0.193548387,0.032258065,62
Dryden Hunt,0,0,0,0,0,0,0.161290323,0.016129032,62
Ivan Dornic,0,0,0,0,0,0,0.241935484,0.048387097,62
Josh Lazowski,0,0,0,0,0,0,0.612903226,0,62
Kevin Lapp,0,0,0,0,0,0,0.209677419,0.258064516,62
Marek Curilla,0,0,0,0,0,0,0.467741935,0.032258065,62
Mason Burr,0,0,0,0,0,0,0.064516129,0.016129032,62
Matt Grant,0,0,0,0,0,0,0.14516129,0.032258065,62
Michal Plutnar,0,0,0,0,0,0,0.209677419,0.016129032,62
Nathan Rempel,0,0,0,0,0,0,0.790322581,0.161290323,62
Petr Senkerik,0,0,0,0,0,0,0.322580645,0.048387097,62
Richard Peacock,0,0,0,0,0,0,0.064516129,0.387096774,62
Rob Hegberg,0,0,0,0,0,0,0.596774194,0,62
Zach Hodder,0,0,0,0,0,0,0.338709677,0.016129032,62
Andrew Luciuk,0.333333333,0,6,0,0,0,1.206349206,0.047619048,63
Jason Norrie,0,0.428571429,7,0,0,0,0.682539683,0.396825397,63
Austin Daae,0,0,0,0,0,0,0.126984127,0.031746032,63
Bruno Mraz,0,0,0,0,0,0,0.285714286,0,63
Daniel Asham,0,0,0,0,0,0,0.206349206,0.015873016,63
Darcy Huisman,0,0,0,0,0,0,0.174603175,0.047619048,63
Dillon Johnstone,0,0,0,0,0,0,0.317460317,0,63
Jordan Tkatch,0,0,0,0,0,0,0.317460317,0.015873016,63
Keegan Kanzig,0,0,0,0,0,0,0.031746032,0.095238095,63
Kelly Friesen,0,0,0,0,0,0,0.063492063,0.031746032,63
Macoy Erkamps,0,0,0,0,0,0,0.317460317,0.063492063,63
Matt Demarski,0,0,0,0,0,0,1.253968254,0,63
Richard Rapac,0,0,0,0,0,0,0.26984127,0.047619048,63
Roman Prazak,0,0,0,0,0,0,0.238095238,0.015873016,63
Steve Fetter,0,0,0,0,0,0,0.111111111,0,63
Ty Ariss,0,0,0,0,0,0,0.047619048,0.158730159,63
Andrej Podkonicky,0.521912351,0.019920319,251,0.125,0,8,1.15625,0.046875,64
Shane Willis,0.791798107,0.003154574,317,0.425287356,0,174,1.75,0,64
Jannik Hansen,0.620155039,0.007751938,129,0.383763838,0.011070111,271,1,0.078125,64
Alessio Bertaggia,0,0,0,0,0,0,0.78125,0.03125,64
Austin Connor,0,0,0,0,0,0,0.203125,0.203125,64
Austin Vetterl,0,0,0,0,0,0,0.265625,0.015625,64
Brendan Persley,0,0,0,0,0,0,0.140625,0.21875,64
Cameron Maclise,0,0,0,0,0,0,0.21875,0.015625,64
Dustin Moore,0,0,0,0,0,0,0.75,0.125,64
Igor Bacek,0,0,0,0,0,0,0.453125,0.03125,64
Jarrett Fontaine,0,0,0,0,0,0,0.171875,0,64
Justin Bekkering,0,0,0,0,0,0,0.140625,0.078125,64
Malte Stromwall,0,0,0,0,0,0,0.421875,0.015625,64
Marc McCoy,0,0,0,0,0,0,0.171875,0.078125,64
Marcin Kolusz,0,0,0,0,0,0,0.28125,0.015625,64
Michael Mylchreest,0,0,0,0,0,0,0.046875,0,64
Nick Zajac,0,0,0,0,0,0,0.171875,0.109375,64
Nicolas Petan,0,0,0,0,0,0,0.5625,0,64
Petr Dvorak,0,0,0,0,0,0,0.609375,0,64
